growthfactor,aov,monthlyorders,instoreorders,instorerevenue,ubereatsorders,doordashorders,selfdeliveryorders,ubereatsrevenue,doordashrevenue,selfdeliveryrevenue,cogsrate,opexrate,commissionrate,deliveryradiuskm,deliverycostperorder,sd_deliverytotalcost,instorenetprofit,ubereatsnetprofit,doordashnetprofit,selfdeliverynetprofit,instoreshare,ue_share,dd_share,sd_share,cuisinetype_Chicken Dishes,cuisinetype_Chinese,cuisinetype_Indian,cuisinetype_Japanese,cuisinetype_Kebabs/Mediterranean,cuisinetype_Pizza,cuisinetype_Thai,segment_Full-service,segment_Ghost Kitchen,segment_QSR,subregion_North Shore,subregion_South Auckland,subregion_West Auckland
0.07690662440622635,1.2231940380728057,-1.237599123803508,0.19065597995152975,0.37557030518031664,-1.5134469027257504,-1.5031117260056681,-0.7761845314581797,-1.2718339922427118,-1.256591619747406,-0.4973093744187873,-1.1565492520089313,-0.6196033056439526,-1.1311834768716913,0.09534136899940965,0.09716734920559936,-0.34090085508295076,0.8804878118763966,0.5129611538938131,0.5219795855863958,0.020197249299725287,1.5310105346592204,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9582149689532129,0.4336188266032878,0.4677121041264993,0.5592046611299336,0.6281058952336723,0.21017568506050763,0.26836754333007434,0.8974490909754491,0.34188655772656656,0.40210940595302597,0.9788429246564022,-0.5171942586236717,-0.05499604913995828,-1.1311834768716913,1.1923492511093043,1.1905500069572883,1.3654640849500896,0.8332629328783343,0.4984961264042459,0.5056282732372357,0.5226317197170531,0.03423302581972189,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.5175607966797197,0.33940814796203805,1.2469445957778498,1.509907330899954,1.5499696472139266,0.3790441142692964,0.4411947891189273,1.0016809744667097,0.47807804307089796,0.5413578804026717,1.0608462004831944,-0.9792551325074507,-0.05065248257515319,-0.015459617159920586,0.09534136899940965,0.09716734920559936,0.9304330396779286,3.4319475430461095,0.5999265747789326,0.608997825043398,1.0844822831664642,1.6885660619054836,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.07690662440622635,-0.5017586256205459,-0.2546766799271844,0.3146222967386058,0.24256637762120667,-0.476944130340771,-0.43374314268714065,0.3905867439515455,-0.5779388703032292,-0.5405838809435147,0.28311476137139585,-0.6941495546092866,0.3564888085117504,1.6581261724077403,-1.6598712423764217,-1.6581952850079966,-1.2715767953526385,0.17840550976597394,-0.09603189174408153,-0.1016983204567497,0.3700546910117965,0.19178855306598483,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9582149689532129,-0.9369222364872688,0.09349102910852544,0.56957173264919,0.42087620540903614,-0.20908386331993356,-0.16370057114205797,0.6057208528163072,-0.4596382295735292,-0.42388019436545754,0.39038851989994705,-0.9509177538394483,0.297107935690244,1.6581261724077403,-0.34346178384454823,-0.34167330934779955,0.37417836813438515,0.5164755772021155,0.03152879098158741,0.028648143979340117,0.28542595322511854,0.349344080312248,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.07690662440622635,-0.36717194184733215,-0.8610095609689647,-0.08920773712773826,-0.13413195775954986,-1.0010185658163224,-0.9738282857773061,-0.11012308205867949,-1.0213937896015273,-0.9977213330770724,-0.17427215388618086,-0.24323418868656488,-0.2175736171111992,-0.5733215470158075,0.5341445218433675,0.5360080077589983,0.3634531493811201,-0.15810110642880262,0.16748038652109218,0.16818878067909906,-0.21621928888770847,0.11301078944285325,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9582149689532129,1.7503252161845586,-0.7331112188742142,0.03897291189650201,0.2950325130444195,-0.9020267280042739,-0.8766129600210762,0.0010295477460889949,-0.5011492436709453,-0.46601430099342883,0.35789343542485824,-0.9077937360725674,-0.5266787167038283,-1.1311834768716913,-0.782264936688506,-0.7805139679011988,-0.39990538143361026,0.6348405775068635,0.7062812878309187,0.717975114081379,0.7350141229829646,0.19178855306598483,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.6857100646877468,-0.8471977806384602,-0.92495873201634,-1.1592741293881175,-1.273622747813066,-0.8379731858905953,-0.8118027428502564,0.054278687823555195,-0.9738573540672563,-0.954050809291738,-0.12517960341941173,0.08905581618283262,-1.6147733489195852,0.5424023126959664,1.631152403953262,1.6293906655106871,0.9234691167146543,-0.7438576924623445,0.47659340747500767,0.48300856457144226,-0.056971147959947954,-0.9898779012809877,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.6857100646877468,-1.2846045029014044,-1.3702344415313974,-0.15816004566062236,-0.3583076504127222,-1.542562149141059,-1.5355168345910781,-0.8171151778730136,-1.636077329965715,-1.6347236208671707,-1.0828346250760958,-0.008903852895780119,-0.4913768842289894,-0.015459617159920586,-0.5628633602665272,-0.5648126272563078,-0.8063020550063669,-0.33291102230124253,0.06488299000673299,0.0628372516184931,-0.4824398608174069,0.822010662051037,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9582149689532129,-0.5488639649411707,-1.4649739541941758,-0.3889986615166509,-0.45989430684164395,-1.5833234941224907,-1.5787236460382914,-0.8873371612629481,-1.5747781534348109,-1.5725947520662906,-0.9741829662539958,-0.9689829347236054,0.2535071983328001,-1.6890454067275784,0.09534136899940965,0.09716734920559936,-0.4205320991606895,-0.39800744671443117,0.17976112646716974,0.18000985930381658,-0.4774218619354117,0.5068996075585107,-0.5433048870569464,-0.44456923673683935,0.5499971755170501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
