PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-1.2702652249602164,-0.6448872662199607,2.852744937967074,-0.4373702146143698,2.532972848829558,-0.5171265289377694,-0.7830978530410122,-0.7089773189315892,-0.015866497615474283,0.7086073149773509
2.282943583879324,1.030388326233963,0.9631724660179058,1.6463713050416644,1.1733649730541331,0.5765989247893525,-0.8813774320996923,0.6026847861385614,-0.541619549499909,-0.27329427694998365
4.185792136172604,0.9261715764764782,1.0670549217251817,-0.3735481199480888,2.2119785872762616,-1.3390174138298916,0.32518897891496956,0.33980089898274196,-0.29208126133985973,1.3748200471466512
-0.1111718311692178,-0.4048361513863328,1.200675833431205,-2.7496903269069164,-0.6155311548855416,-0.5863627511239978,1.609805649913844,0.2971085577230969,-0.7939686911695857,-0.29166718302011085
0.9472560364348654,-0.18561310171613649,1.2844930113272799,-0.478737208265961,-0.11734763571090533,-0.372510629861164,1.7736032058983708,1.4211564599495374,-0.59807023901234,0.14834702823084728
-1.0619876184743684,-0.6300617472006667,2.058928063197382,0.8129607993036395,0.29870303116360764,-0.23895315035869508,-0.5321310369704522,0.22460299271215406,-0.31412142792862524,-0.2197481548639901
-0.24380157942533304,0.8612271881866264,2.10524424808645,-1.6257869735097827,1.9625032238890534,1.025570394988015,-0.7224314143842171,-0.2270423815440638,-0.41325156060915275,-0.11005086486423685
-1.9525071427231508,0.7128057852654222,2.3144174151579384,2.852948997364688,-1.7323114002961735,-0.5810303470263637,0.20730196854137717,-0.8877829449403449,1.0432837475191576,0.06313905909427746
-2.7170586628695417,-1.718759649867975,2.442405589235457,-0.8404572509974528,-0.6399076605648217,-1.9125261864439997,-0.23289874825427098,-0.3832610285417679,0.39094402722259075,0.4647839526523595
-2.701821288050877,-1.2090292698370309,2.580249698968204,-0.053427059470332494,1.2598540786427126,0.004381196552066716,-1.3397607797907969,1.3206373024737958,-0.8134619129973735,-0.4050561340795902
1.0874708390350085,-0.4421141679607861,1.7509465772648327,0.3296976555697766,2.085998536886459,0.7140451420509113,0.911423178166899,-0.30575370409653113,0.0956782633835622,0.7157656774876894
-0.9978876679469516,2.539640092310147,1.928852971812329,0.1314030634490285,-1.329715327441346,0.4292740469241634,-0.8845819816007121,-1.9098117408059823,0.9643209085712706,-0.27088133968059347
0.5350926617233321,3.3188708588104525,1.6104294886845614,2.053074964751238,-2.1637480644458327,-0.26081805517573936,1.321415262636692,0.8595013347437849,1.4757279227819253,0.39564425266927217
2.72142475983682,1.9961870509800634,1.3273300087910556,1.6536800115138999,0.9977554748115497,-0.967598193246602,-1.0654058090590397,0.2749574375137098,-0.12984366959426255,0.3982078756423071
1.1371100365737334,4.096671328980165,0.9111527909366606,2.850834523683441,-1.6737067603785583,0.8785640686067903,-1.0178297526675193,-2.0648408303453505,0.907483992842503,-0.6468273487881901
0.14930459848542307,0.14380497765889846,1.2831564400976736,-2.651836869846317,1.3033373945693665,1.3030851000152412,-0.8187415607671205,-0.12376794073966334,-0.6290321093745463,-0.4359826042846966
-1.1044187352087707,-4.107113239736317,1.3920368247108867,-1.2445679429727348,0.8286653979166739,0.4928811433717948,0.9953498931851631,-0.9172900073342957,0.44327779768473374,0.6449175032964375
4.276072137335972,-2.534260059681577,-0.8718658944247828,0.9932483529924135,-0.4009050852444355,-0.4917128963244458,-1.275517284737002,1.5062627445387073,0.5046440372228168,0.7763981217473563
1.1169078773446792,-0.008819479303385844,1.6959585105200294,0.28181941617998524,-0.7227590553368642,-2.7814312194832795,0.30055074754253003,0.04401535681943926,-0.004426447686523366,0.6285066196261573
-0.4328862147880146,-0.8439363462399859,2.029406275800872,1.0838939494474167,1.8420624162016968,0.9367052502126032,-0.30677583456882285,-0.7504614755383133,0.04530699492579812,0.508405028628075
-1.805651190430493,1.885163471085566,2.1391371679814477,2.9995010490016525,-2.1397150416479276,0.12858137838201933,-0.41744988848271547,-1.1536762779867724,1.3374292612988508,-0.16491049238784966
3.5521273806162474,0.9675822458202501,1.3941784665781436,1.4297255717183999,1.7758259034554824,-1.5522262473518957,0.2414776151888227,0.8450585528349361,-0.02418784443692313,1.3927562193315253
2.8821571654376537,0.9960676755905566,0.9307009555114516,2.207636533793657,0.9070559207232167,-0.1780062754380347,1.2041784616356694,-0.6251633728627949,-0.4188786857731422,0.08985412948589516
-1.16677137074076,-0.29320639991423614,2.0194227073546425,-2.826732349352673,0.010851287913160996,-0.8024016736446077,0.6253996034371302,1.096780633051964,0.24681454950227666,0.8435398439361165
1.970023894930753,0.5115482372722255,0.8552396872770431,2.085432060781985,0.315949227810213,0.09899780796002997,0.5769721903489538,-0.35215413201548407,-0.8544396538300058,-0.5016012266153795
-2.555133580893006,-1.9694511438524707,2.087577771028164,-2.7625090865482242,1.4366883372051111,0.7232957390493391,-0.2878872797114071,0.3102820156796778,-0.06150310878707422,0.24483857926849048
